id,uyi,x,y,z
0,0.00088683023497441,0,0,0
1,-1.3896885965445e-05,0.0005,0,0
2,-0.00057850333127556,0.0005,0.0005,0
3,0.00054040952087132,0,0.0005,0
4,-0.0008063988408037,0.001,0,0
5,-0.001416549925589,0.001,0.0005,0
6,-0.0014282694886764,0.0015,0,0
7,-0.0019825003285506,0.0015,0.0005,0
8,-0.0018489685256623,0.002,0,0
9,-0.0022628450242568,0.002,0.0005,0
10,-0.0020449150583148,0.0025,0,0
11,-0.0022613026465956,0.0025,0.0005,0
12,-0.0020198467962965,0.003,0,0
13,-0.0020034999796613,0.003,0.0005,0
14,-0.0017969007765484,0.0035,0,0
15,-0.001539525827503,0.0035,0.0005,0
16,-0.0014194249017742,0.004,0,0
17,-0.00093607103447204,0.004,0.0005,0
18,-0.00094127534018975,0.0045,0,0
19,-0.00026919266629461,0.0045,0.0005,0
20,-0.00042184981309559,0.005,0,0
21,0.00038642800596766,0.005,0.0005,0
22,8.3420465507414e-05,0.0055,0,0
23,0.00096541469311603,0.0055,0.0005,0
24,0.00052778448777976,0.006,0,0
25,0.0014193196588334,0.006,0.0005,0
26,0.00087880678894896,0.0065,0,0
27,0.0017199986733559,0.0065,0.0005,0
28,0.0011194935288282,0.007,0,0
29,0.0018609614351803,0.007,0.0005,0
30,0.0012485123030603,0.0075,0,0
31,0.0018549058392348,0.0075,0.0005,0
32,0.0012774783530508,0.008,0,0
33,0.0017294868887234,0.008,0.0005,0
34,0.0012271126684627,0.0085,0,0
35,0.0015213057661893,0.0085,0.0005,0
36,0.001122844000963,0.009,0,0
37,0.00126955735559,0.009,0.0005,0
38,0.00099000100945287,0.0095,0,0
39,0.0010103622671952,0.0095,0.0005,0
40,0.00085051151132138,0.01,0,0
41,0.0007721600958494,0.01,0.0005,0
42,0.00071999577325667,0.0105,0,0
43,0.00057335870569214,0.0105,0.0005,0
44,0.00060714469533854,0.011,0,0
45,0.00042154719359155,0.011,0.0005,0
46,0.00051382079199846,0.0115,0,0
47,0.00031492380022236,0.0115,0.0005,0
48,0.0004367070791818,0.012,0,0
49,0.00024477018196331,0.012,0.0005,0
50,0.0003694976590818,0.0125,0,0
51,0.00019875220633539,0.0125,0.0005,0
52,0.00030503514301606,0.013,0,0
53,0.00016430185236146,0.013,0.0005,0
54,0.00023762759671143,0.0135,0,0
55,0.00013113723359712,0.0135,0.0005,0
56,0.00016396065076734,0.014,0,0
57,9.3178672347257e-05,0.014,0.0005,0
58,8.395960010386e-05,0.0145,0,0
59,4.8732617032672e-05,0.0145,0.0005,0
60,1.1426342078245e-15,0.015,0,0
61,9.8102182005379e-16,0.015,0.0005,0
62,-8.3959600101583e-05,0.0155,0,0
63,-4.8732617030793e-05,0.0155,0.0005,0
64,-0.00016396065076527,0.016,0,0
65,-9.3178672345458e-05,0.016,0.0005,0
66,-0.00023762759670943,0.0165,0,0
67,-0.00013113723359535,0.0165,0.0005,0
68,-0.00030503514301484,0.017,0,0
69,-0.00016430185236016,0.017,0.0005,0
70,-0.00036949765908091,0.0175,0,0
71,-0.00019875220633438,0.0175,0.0005,0
72,-0.00043670707918127,0.018,0,0
73,-0.00024477018196235,0.018,0.0005,0
74,-0.0005138207919984,0.0185,0,0
75,-0.00031492380022172,0.0185,0.0005,0
76,-0.0006071446953385,0.019,0,0
77,-0.00042154719359112,0.019,0.0005,0
78,-0.00071999577325687,0.0195,0,0
79,-0.00057335870569194,0.0195,0.0005,0
80,-0.00085051151132173,0.02,0,0
81,-0.00077216009584975,0.02,0.0005,0
82,-0.00099000100945359,0.0205,0,0
83,-0.0010103622671958,0.0205,0.0005,0
84,-0.0011228440009633,0.021,0,0
85,-0.0012695573555907,0.021,0.0005,0
86,-0.0012271126684627,0.0215,0,0
87,-0.0015213057661897,0.0215,0.0005,0
88,-0.0012774783530504,0.022,0,0
89,-0.0017294868887234,0.022,0.0005,0
90,-0.0012485123030594,0.0225,0,0
91,-0.0018549058392342,0.0225,0.0005,0
92,-0.0011194935288262,0.023,0,0
93,-0.0018609614351788,0.023,0.0005,0
94,-0.00087880678894618,0.0235,0,0
95,-0.0017199986733535,0.0235,0.0005,0
96,-0.00052778448777685,0.024,0,0
97,-0.0014193196588311,0.024,0.0005,0
98,-8.3420465504338e-05,0.0245,0,0
99,-0.0009654146931136,0.0245,0.0005,0
100,0.00042184981309889,0.025,0,0
