id,uyi,x,y,z
0,0.00071501088041269,0,0,0
1,0.00077927541286536,0.0005,0,0
2,0.00050488658071729,0.0005,0.0005,0
3,0.00082180159807128,0,0.0005,0
4,0.00045029039506843,0.001,0,0
5,-8.0951090546222e-06,0.001,0.0005,0
6,1.0416030088912e-05,0.0015,0,0
7,-0.00058905932287035,0.0015,0.0005,0
8,-0.0004724947767787,0.002,0,0
9,-0.0011145583074397,0.002,0.0005,0
10,-0.00091819162717024,0.0025,0,0
11,-0.0015217449352397,0.0025,0.0005,0
12,-0.0012814295948527,0.003,0,0
13,-0.0017672253697885,0.003,0.0005,0
14,-0.0015282760018418,0.0035,0,0
15,-0.0018373962999856,0.0035,0.0005,0
16,-0.0016452820071583,0.004,0,0
17,-0.001740044643271,0.004,0.0005,0
18,-0.0016333245727747,0.0045,0,0
19,-0.0015019684716541,0.0045,0.0005,0
20,-0.0015072204452967,0.005,0,0
21,-0.0011626515503814,0.005,0.0005,0
22,-0.0012913085823106,0.0055,0,0
23,-0.00076711509399235,0.0055,0.0005,0
24,-0.0010151142692485,0.006,0,0
25,-0.0003607330338566,0.006,0.0005,0
26,-0.0007101634498681,0.0065,0,0
27,1.8042102125482e-05,0.0065,0.0005,0
28,-0.00040470246402532,0.007,0,0
29,0.0003392184011047,0.007,0.0005,0
30,-0.00012318689243429,0.0075,0,0
31,0.00058590573140053,0.0075,0.0005,0
32,0.0001180519799151,0.008,0,0
33,0.00075123874888636,0.008,0.0005,0
34,0.00030820994294633,0.0085,0,0
35,0.00084008800997865,0.0085,0.0005,0
36,0.00044485620338948,0.009,0,0
37,0.00086283727856588,0.009,0.0005,0
38,0.0005292825259933,0.0095,0,0
39,0.00083571745834509,0.0095,0.0005,0
40,0.00056831257018909,0.01,0,0
41,0.00077422102472185,0.01,0.0005,0
42,0.00056940024257174,0.0105,0,0
43,0.00069387782476928,0.0105,0.0005,0
44,0.00054204455021323,0.011,0,0
45,0.00060561472650548,0.011,0.0005,0
46,0.00049412795813946,0.0115,0,0
47,0.00051768986703681,0.0115,0.0005,0
48,0.00043318785670052,0.012,0,0
49,0.00043369590839632,0.012,0.0005,0
50,0.00036454103500582,0.0125,0,0
51,0.00035502495290448,0.0125,0.0005,0
52,0.00029226777244355,0.013,0,0
53,0.00028071671589291,0.013,0.0005,0
54,0.00021878112010382,0.0135,0,0
55,0.00020932513727773,0.0135,0.0005,0
56,0.00014537317946704,0.014,0,0
57,0.00013929703606488,0.014,0.0005,0
58,7.249640020331e-05,0.0145,0,0
59,6.9648480532681e-05,0.0145,0.0005,0
60,3.6342770490459e-16,0.015,0,0
61,5.9364564640667e-16,0.015,0.0005,0
62,-7.2496400201711e-05,0.0155,0,0
63,-6.9648480531234e-05,0.0155,0.0005,0
64,-0.00014537317946557,0.016,0,0
65,-0.00013929703606329,0.016,0.0005,0
66,-0.00021878112010233,0.0165,0,0
67,-0.00020932513727607,0.0165,0.0005,0
68,-0.00029226777244231,0.017,0,0
69,-0.00028071671589141,0.017,0.0005,0
70,-0.00036454103500471,0.0175,0,0
71,-0.00035502495290349,0.0175,0.0005,0
72,-0.00043318785669962,0.018,0,0
73,-0.00043369590839546,0.018,0.0005,0
74,-0.00049412795813908,0.0185,0,0
75,-0.00051768986703619,0.0185,0.0005,0
76,-0.00054204455021296,0.019,0,0
77,-0.00060561472650491,0.019,0.0005,0
78,-0.00056940024257187,0.0195,0,0
79,-0.00069387782476901,0.0195,0.0005,0
80,-0.00056831257018958,0.02,0,0
81,-0.00077422102472198,0.02,0.0005,0
82,-0.00052928252599431,0.0205,0,0
83,-0.0008357174583458,0.0205,0.0005,0
84,-0.0004448562033905,0.021,0,0
85,-0.00086283727856696,0.021,0.0005,0
86,-0.00030820994294708,0.0215,0,0
87,-0.00084008800997971,0.0215,0.0005,0
88,-0.00011805197991543,0.022,0,0
89,-0.00075123874888699,0.022,0.0005,0
90,0.0001231868924346,0.0225,0,0
91,-0.00058590573140074,0.0225,0.0005,0
92,0.00040470246402628,0.023,0,0
93,-0.00033921840110414,0.023,0.0005,0
94,0.0007101634498697,0.0235,0,0
95,-1.8042102124274e-05,0.0235,0.0005,0
96,0.0010151142692505,0.024,0,0
97,0.00036073303385825,0.024,0.0005,0
98,0.0012913085823128,0.0245,0,0
99,0.00076711509399435,0.0245,0.0005,0
100,0.0015072204452991,0.025,0,0
101,0.0011626515503838,0.025,0.0005,0
102,0.001633324572777,0.0255,0,0
103,0.0015019684716568,0.0255,0.0005,0
104,0.0016452820071602,0.026,0,0
105,0.0017400446432733,0.026,0.0005,0
106,0.0015282760018427,0.0265,0,0
107,0.001837396299987,0.0265,0.0005,0
108,0.0012814295948527,0.027,0,0
109,0.0017672253697892,0.027,0.0005,0
110,0.00091819162716917,0.0275,0,0
111,0.0015217449352393,0.0275,0.0005,0
112,0.00047249477677705,0.028,0,0
113,0.0011145583074383,0.028,0.0005,0
114,-1.0416030091021e-05,0.0285,0,0
115,0.00058905932286832,0.0285,0.0005,0
116,-0.00045029039507043,0.029,0,0
117,8.0951090523135e-06,0.029,0.0005,0
118,-0.00077927541286671,0.0295,0,0
119,-0.00050488658071919,0.0295,0.0005,0
120,-0.00071501088041229,0.03,0,0
121,-0.00082180159807183,0.03,0.0005,0
122,-6.3678181139219e-05,0.0005,0.001,0
123,0.00065056402561379,0,0.001,0
124,-0.00072119753141039,0.001,0.001,0
125,-0.0013079598738669,0.0015,0.001,0
126,-0.0017437680913498,0.002,0.001,0
127,-0.0019745625466149,0.0025,0.001,0
128,-0.0019845417274632,0.003,0.001,0
129,-0.0017859709646854,0.0035,0.001,0
130,-0.0014175758984355,0.004,0.001,0
131,-0.00093483085273242,0.0045,0.001,0
132,-0.0004007424839442,0.005,0.001,0
133,0.00012208743465891,0.0055,0.001,0
134,0.00058179741772372,0.006,0.001,0
135,0.00093953677422372,0.0065,0.001,0
136,0.0011766695118697,0.007,0.001,0
137,0.0012895507754533,0.0075,0.001,0
138,0.001292820018295,0.008,0.001,0
139,0.0012085638589502,0.0085,0.001,0
140,0.0010677924378542,0.009,0.001,0
141,0.00089831583900714,0.0095,0.001,0
142,0.00072718390746994,0.01,0.001,0
143,0.00057141996006712,0.0105,0.001,0
144,0.00044266127199454,0.011,0.001,0
145,0.00034258728762408,0.0115,0.001,0
146,0.00026869747907533,0.012,0.001,0
147,0.00021357448950608,0.0125,0.001,0
148,0.00016953577519823,0.013,0.001,0
149,0.0001294336601363,0.0135,0.001,0
150,8.862752734066e-05,0.014,0.001,0
151,4.5306490606265e-05,0.0145,0.001,0
152,5.9373790564732e-16,0.015,0.001,0
153,-4.530649060508e-05,0.0155,0.001,0
154,-8.8627527339308e-05,0.016,0.001,0
155,-0.00012943366013476,0.0165,0.001,0
156,-0.00016953577519699,0.017,0.001,0
157,-0.00021357448950523,0.0175,0.001,0
158,-0.00026869747907454,0.018,0.001,0
159,-0.00034258728762324,0.0185,0.001,0
160,-0.0004426612719936,0.019,0.001,0
161,-0.00057141996006629,0.0195,0.001,0
162,-0.00072718390746939,0.02,0.001,0
163,-0.00089831583900727,0.0205,0.001,0
164,-0.0010677924378546,0.021,0.001,0
165,-0.0012085638589512,0.0215,0.001,0
166,-0.0012928200182959,0.022,0.001,0
167,-0.0012895507754539,0.0225,0.001,0
168,-0.0011766695118697,0.023,0.001,0
169,-0.00093953677422334,0.0235,0.001,0
170,-0.00058179741772287,0.024,0.001,0
171,-0.00012208743465751,0.0245,0.001,0
172,0.00040074248394606,0.025,0.001,0
173,0.00093483085273484,0.0255,0.001,0
174,0.0014175758984378,0.026,0.001,0
175,0.0017859709646874,0.0265,0.001,0
176,0.0019845417274646,0.027,0.001,0
177,0.0019745625466154,0.0275,0.001,0
