id,uyi,x,y,z
0,8.7930176614686e-05,0,0,0
1,0.00076220016625522,0.0005,0,0
2,0.00088988980746019,0.0005,0.0005,0
3,0.00042822660412429,0,0.0005,0
4,0.00098613087044007,0.001,0,0
5,0.00095598033906257,0.001,0.0005,0
6,0.00097448925207129,0.0015,0,0
7,0.00075519485515105,0.0015,0.0005,0
8,0.0007701188113259,0.002,0,0
9,0.00039715923344031,0.002,0.0005,0
10,0.00043463825860945,0.0025,0,0
11,-5.0425886419077e-05,0.0025,0.0005,0
12,1.8060906166675e-05,0.003,0,0
13,-0.00052111748134916,0.003,0.0005,0
14,-0.0004244297781032,0.0035,0,0
15,-0.00095851139462058,0.0035,0.0005,0
16,-0.00084262718860421,0.004,0,0
17,-0.0013154614570795,0.004,0.0005,0
18,-0.0011927890410355,0.0045,0,0
19,-0.0015579224411457,0.0045,0.0005,0
20,-0.0014424558088392,0.005,0,0
21,-0.0016681857487461,0.005,0.0005,0
22,-0.0015736528613329,0.0055,0,0
23,-0.0016434050271606,0.0055,0.0005,0
24,-0.0015822470939724,0.006,0,0
25,-0.0014972335778501,0.006,0.0005,0
26,-0.0014794232772633,0.0065,0,0
27,-0.0012532629945902,0.0065,0.0005,0
28,-0.0012858189234063,0.007,0,0
29,-0.00094530031431636,0.007,0.0005,0
30,-0.0010316831101648,0.0075,0,0
31,-0.00060786359903107,0.0075,0.0005,0
32,-0.00074798931856085,0.008,0,0
33,-0.00027706643806766,0.008,0.0005,0
34,-0.00046710390819672,0.0085,0,0
35,1.8956775037206e-05,0.0085,0.0005,0
36,-0.00021392802298482,0.009,0,0
37,0.00025694464473369,0.009,0.0005,0
38,-8.592910187301e-06,0.0095,0,0
39,0.00042591091021224,0.0095,0.0005,0
40,0.0001399497866209,0.01,0,0
41,0.000521596848084,0.01,0.0005,0
42,0.00022904813240385,0.0105,0,0
43,0.00055079850680912,0.0105,0.0005,0
44,0.00026544598443438,0.011,0,0
45,0.00052455409442211,0.011,0.0005,0
46,0.00025946782826044,0.0115,0,0
47,0.00045980073507304,0.0115,0.0005,0
48,0.0002255032494644,0.012,0,0
49,0.00037313242816186,0.012,0.0005,0
50,0.00017710125269538,0.0125,0,0
51,0.00028098180261707,0.0125,0.0005,0
52,0.00012639825708216,0.013,0,0
53,0.00019550294404215,0.013,0.0005,0
54,8.1490675001702e-05,0.0135,0,0
55,0.00012462065255847,0.0135,0.0005,0
56,4.6282624575421e-05,0.014,0,0
57,7.0659935525388e-05,0.014,0.0005,0
58,2.0366283509954e-05,0.0145,0,0
59,3.1200682862261e-05,0.0145,0.0005,0
60,1.0845764410773e-15,0.015,0,0
61,1.2349770016451e-15,0.015,0.0005,0
62,-2.0366283507521e-05,0.0155,0,0
63,-3.1200682859415e-05,0.0155,0.0005,0
64,-4.6282624573223e-05,0.016,0,0
65,-7.0659935522816e-05,0.016,0.0005,0
66,-8.1490675000013e-05,0.0165,0,0
67,-0.00012462065255647,0.0165,0.0005,0
68,-0.00012639825708096,0.017,0,0
69,-0.00019550294404085,0.017,0.0005,0
70,-0.00017710125269476,0.0175,0,0
71,-0.00028098180261638,0.0175,0.0005,0
72,-0.00022550324946434,0.018,0,0
73,-0.00037313242816158,0.018,0.0005,0
74,-0.00025946782826076,0.0185,0,0
75,-0.00045980073507324,0.0185,0.0005,0
76,-0.00026544598443492,0.019,0,0
77,-0.0005245540944224,0.019,0.0005,0
78,-0.00022904813240457,0.0195,0,0
79,-0.00055079850680957,0.0195,0.0005,0
80,-0.00013994978662174,0.02,0,0
81,-0.00052159684808468,0.02,0.0005,0
82,8.5929101863958e-06,0.0205,0,0
83,-0.0004259109102131,0.0205,0.0005,0
84,0.0002139280229841,0.021,0,0
85,-0.00025694464473445,0.021,0.0005,0
86,0.00046710390819663,0.0215,0,0
87,-1.8956775037605e-05,0.0215,0.0005,0
88,0.00074798931856109,0.022,0,0
89,0.00027706643806773,0.022,0.0005,0
90,0.0010316831101656,0.0225,0,0
91,0.00060786359903164,0.0225,0.0005,0
92,0.0012858189234073,0.023,0,0
93,0.00094530031431707,0.023,0.0005,0
94,0.0014794232772646,0.0235,0,0
95,0.0012532629945913,0.0235,0.0005,0
96,0.0015822470939739,0.024,0,0
97,0.0014972335778513,0.024,0.0005,0
98,0.0015736528613343,0.0245,0,0
99,0.001643405027162,0.0245,0.0005,0
100,0.0014424558088403,0.025,0,0
101,0.0016681857487471,0.025,0.0005,0
102,0.0011927890410362,0.0255,0,0
103,0.0015579224411466,0.0255,0.0005,0
104,0.00084262718860477,0.026,0,0
105,0.0013154614570801,0.026,0.0005,0
106,0.00042442977810331,0.0265,0,0
107,0.00095851139462082,0.0265,0.0005,0
108,-1.8060906166645e-05,0.027,0,0
109,0.00052111748134911,0.027,0.0005,0
110,-0.0004346382586097,0.0275,0,0
111,5.0425886418814e-05,0.0275,0.0005,0
112,-0.00077011881132624,0.028,0,0
113,-0.00039715923344082,0.028,0.0005,0
114,-0.00097448925207178,0.0285,0,0
115,-0.00075519485515187,0.0285,0.0005,0
116,-0.00098613087044056,0.029,0,0
117,-0.00095598033906343,0.029,0.0005,0
118,-0.00076220016625526,0.0295,0,0
119,-0.00088988980746066,0.0295,0.0005,0
120,-8.7930176614222e-05,0.03,0,0
121,-0.00042822660412401,0.03,0.0005,0
122,0.00072558237254068,0.0005,0.001,0
123,0.00070785559177639,0,0.001,0
124,0.00053593146497099,0.001,0.001,0
125,0.00016557554802155,0.0015,0.001,0
