id,uyr,x,y,z
0,-0.0011491499240347,0,0,0
1,-0.00075971503313743,0.0005,0,0
2,-0.00022246503637919,0.0005,0.0005,0
3,-0.0010704918374222,0,0.0005,0
4,-6.7724424256821e-05,0.001,0,0
5,0.00066916839062755,0.001,0.0005,0
6,0.00064373616856544,0.0015,0,0
7,0.0015013957603827,0.0015,0.0005,0
8,0.0013054038395505,0.002,0,0
9,0.0021591786443538,0.002,0.0005,0
10,0.0018362053125404,0.0025,0,0
11,0.0025930830364219,0.0025,0.0005,0
12,0.0022018433305014,0.003,0,0
13,0.0027740423502075,0.003,0.0005,0
14,0.0023822286731548,0.0035,0,0
15,0.0027126169436278,0.0035,0.0005,0
16,0.0023860015381478,0.004,0,0
17,0.0024394695930836,0.004,0.0005,0
18,0.0022347190558502,0.0045,0,0
19,0.0020086648831644,0.0045,0.0005,0
20,0.001965807069253,0.005,0,0
21,0.0014808332025224,0.005,0.0005,0
22,0.0016201254129576,0.0055,0,0
23,0.0009208591803331,0.0055,0.0005,0
24,0.0012407210140689,0.006,0,0
25,0.00038500078261514,0.006,0.0005,0
26,0.00086459317077093,0.0065,0,0
27,-8.1470379186213e-05,0.0065,0.0005,0
28,0.00052099465231356,0.007,0,0
29,-0.00045013523578746,0.007,0.0005,0
30,0.00022891705745622,0.0075,0,0
31,-0.00070909719467225,0.0075,0.0005,0
32,-3.3621655032197e-06,0.008,0,0
33,-0.00086151805805251,0.008,0.0005,0
34,-0.00017566984958312,0.0085,0,0
35,-0.00092282340730918,0.0085,0.0005,0
36,-0.00029532436685343,0.009,0,0
37,-0.00091474215428248,0.009,0.0005,0
38,-0.00037201909593132,0.0095,0,0
39,-0.00086216905271857,0.0095,0.0005,0
40,-0.00041730187852759,0.01,0,0
41,-0.00078697252882392,0.01,0.0005,0
42,-0.00044010809373974,0.0105,0,0
43,-0.00070662920449655,0.0105,0.0005,0
44,-0.00044722494904154,0.011,0,0
45,-0.00063113174672527,0.011,0.0005,0
46,-0.0004414932769396,0.0115,0,0
47,-0.0005639708044682,0.0115,0.0005,0
48,-0.00042311945187382,0.012,0,0
49,-0.00050297239151921,0.012,0.0005,0
50,-0.00039058096231818,0.0125,0,0
51,-0.00044240979252508,0.0125,0.0005,0
52,-0.00034178474107891,0.013,0,0
53,-0.00037613058665768,0.013,0.0005,0
54,-0.00027612217640997,0.0135,0,0
55,-0.00029885299893539,0.0135,0.0005,0
56,-0.00019449403186835,0.014,0,0
57,-0.00020892441600884,0.014,0.0005,0
58,-0.0001006482275821,0.0145,0,0
59,-0.00010767788707474,0.0145,0.0005,0
60,4.2752812461952e-16,0.015,0,0
61,8.77624043343e-16,0.015,0.0005,0
62,0.0001006482275849,0.0155,0,0
63,0.00010767788707748,0.0155,0.0005,0
64,0.00019449403187115,0.016,0,0
65,0.00020892441601176,0.016,0.0005,0
